Jiangsu,300
Zhejiang,55
Shanghai,92
Jiangsu,122
Guangdong,45
Guangdong,45
Guangdong,355
Guangdong,349
Guangdong,349
Guangdong,349
Guangdong,349
Guangdong,102
Jiangsu,0
Jiangsu,8
Jiangsu,347
Jiangsu,5
Jiangsu,36
Jiangsu,11
Jiangsu,19
Jiangsu,362
Jiangsu,360
Jiangsu,361
Jiangsu,360
Jiangsu,353
Jiangsu,354
Jiangsu,350
Jiangsu,11
Jiangsu,6
Jiangsu,54
Jiangsu,64
Jiangsu,25
Jiangsu,10
Jiangsu,364
Jiangsu,4
Jiangsu,357
Jiangsu,362
Jiangsu,353
Jiangsu,13
Jiangsu,358
Jiangsu,8
Jiangsu,5
Jiangsu,5
Jiangsu,3
Jiangsu,3
Jiangsu,2
Jiangsu,1
Jiangsu,365
Jiangsu,365
Jiangsu,364
Jiangsu,363
Zhejiang,4
Zhejiang,23
Zhejiang,34
Zhejiang,34
Zhejiang,36
Zhejiang,36
Zhejiang,36
Zhejiang,15
Zhejiang,7
Zhejiang,12
Zhejiang,12
Zhejiang,17
Zhejiang,7
Zhejiang,4
Zhejiang,12
Zhejiang,7
Zhejiang,3
Zhejiang,66
Guangdong,20
Guangdong,324
Jiangsu,361
Jiangsu,360
Jiangsu,353
Guangdong,2
Guangdong,11
Guangdong,13
Guangdong,118
Jiangsu,115
Zhejiang,37
Zhejiang,34
Zhejiang,22
Zhejiang,13
Zhejiang,39
Zhejiang,23
Guangdong,336
Guangdong,3
Guangdong,16
Guangdong,4
Guangdong,14
Guangdong,12
Zhejiang,330
Zhejiang,25
Zhejiang,22
Zhejiang,18
Zhejiang,358
Zhejiang,359
Zhejiang,12
Zhejiang,361
Guangdong,21
Guangdong,22
Jiangsu,22
Guangdong,27
Guangdong,34
Guangdong,30
Guangdong,40
Zhejiang,27
Guangdong,20
Jiangsu,364
Jiangsu,22
Guangdong,40
Guangdong,36
Jiangsu,15
Guangdong,59
Guangdong,37
Guangdong,51
Guangdong,54
Guangdong,51
Guangdong,45
Guangdong,23
Zhejiang,57
Zhejiang,54
Guangdong,108
Guangdong,100
Guangdong,81
Guangdong,68
Shanghai,120
Shanghai,120
Shanghai,120
Shanghai,120
Shanghai,120
Shanghai,120
Shanghai,101
Shanghai,95
Shanghai,101
Shanghai,103
Shanghai,101
Shanghai,63
Shanghai,56
Guangdong,3
Guangdong,38
Guangdong,0
Guangdong,0
Guangdong,0
Guangdong,0
Guangdong,0
Guangdong,148
Guangdong,148
Guangdong,148
Guangdong,82
Guangdong,79
Jiangsu,5
Guangdong,58
Guangdong,205
Guangdong,221
Guangdong,185
Guangdong,154
Jiangsu,112
Guangdong,112
Guangdong,112
Guangdong,112
Guangdong,112
Guangdong,91
Guangdong,77
Guangdong,77
Guangdong,67
Guangdong,67
Guangdong,76
Guangdong,63
Guangdong,60
Guangdong,60
Guangdong,60
Guangdong,20
Guangdong,12
Guangdong,361
Guangdong,361
Guangdong,361
Guangdong,349
Guangdong,317
Guangdong,262
Guangdong,262
Guangdong,187
Guangdong,187
Guangdong,141
Guangdong,141
Guangdong,110
Guangdong,103
Guangdong,70
Guangdong,39
Guangdong,25
Guangdong,29
Guangdong,29
Guangdong,3
Guangdong,362
Guangdong,11
Guangdong,3
Guangdong,3
Guangdong,3
Guangdong,3
Guangdong,3
Guangdong,148
Guangdong,148
Guangdong,82
Guangdong,79
Jiangsu,8
Jiangsu,5
Guangdong,48
Guangdong,9
Guangdong,14
Guangdong,362
Jiangsu,98
Jiangsu,98
Jiangsu,98
Shanghai,92
Guangdong,100
Guangdong,344
Guangdong,344
Guangdong,221
Guangdong,187
Jiangsu,28
Zhejiang,96
Zhejiang,96
Zhejiang,96
Zhejiang,96
Zhejiang,96
Zhejiang,294
Zhejiang,352
Zhejiang,14
Guangdong,132
Guangdong,349
Guangdong,349
Jiangsu,346
Zhejiang,14
Zhejiang,352
Jiangsu,346
Jiangsu,362
Guangdong,358
Guangdong,358
Guangdong,349
Guangdong,140
Guangdong,33
Guangdong,27
Guangdong,14
Guangdong,19
Guangdong,10
Guangdong,115
Guangdong,115
Zhejiang,101
Zhejiang,92
Zhejiang,101
Zhejiang,102
Zhejiang,95
Zhejiang,101
Zhejiang,91
Zhejiang,95
Zhejiang,100
Zhejiang,95
Zhejiang,100
Zhejiang,81
Zhejiang,97
Zhejiang,90
Zhejiang,113
Zhejiang,105
Zhejiang,113
Zhejiang,105
Zhejiang,323
Zhejiang,333
Zhejiang,302
Zhejiang,293
Zhejiang,1
Zhejiang,8
Zhejiang,1
Zhejiang,2
Zhejiang,0
Zhejiang,6
Zhejiang,17
Zhejiang,21
Zhejiang,22
Zhejiang,57
Zhejiang,57
Zhejiang,22
Zhejiang,22
Zhejiang,19
Zhejiang,22
Zhejiang,18
Zhejiang,20
Jiangsu,30
Jiangsu,33
Jiangsu,36
Jiangsu,37
Jiangsu,33
Jiangsu,33
Jiangsu,28
Jiangsu,33
Jiangsu,31
Jiangsu,37
Jiangsu,12
Jiangsu,28
Jiangsu,22
Jiangsu,33
Jiangsu,33
Zhejiang,38
Zhejiang,40
Zhejiang,33
Zhejiang,24
Zhejiang,26
Zhejiang,33
Guangdong,93
Guangdong,89
Guangdong,54
Guangdong,49
Guangdong,46
Guangdong,40
Guangdong,14
Guangdong,35
Guangdong,99
Guangdong,82
Guangdong,51
Guangdong,51
Guangdong,51
Guangdong,9
Guangdong,40
Guangdong,2
Guangdong,37
Guangdong,35
Guangdong,32
Guangdong,28
Guangdong,28
Guangdong,15
Guangdong,41
Jiangxi,110
Guangdong,16
Guangdong,28
Guangdong,29
Guangdong,29
Guangdong,30
Guangdong,29
Guangdong,28
Guangdong,19
Guangdong,29
Jiangsu,37
Guangdong,3
Guangdong,7
Guangdong,10
Guangdong,8
Guangdong,11
Jiangsu,6
Jiangsu,35
Jiangsu,25
Jiangsu,19
Zhejiang,18
Zhejiang,22
Zhejiang,19
Zhejiang,22
Zhejiang,22
Zhejiang,14
Zhejiang,7
Zhejiang,10
Zhejiang,8
Zhejiang,8
Zhejiang,2
Guangdong,13
Shanghai,2
Guangdong,12
Guangdong,12
Guangdong,12
Guangdong,12
Guangdong,7
Guangdong,3
Guangdong,7
Guangdong,349
Guangdong,333
Guangdong,21
Guangdong,24
Zhejiang,32
Zhejiang,34
Zhejiang,61
Zhejiang,42
Zhejiang,55
Zhejiang,93
Zhejiang,93
Zhejiang,93
Zhejiang,26
Zhejiang,16
Zhejiang,19
